idx,회사명,주당액면가액(원)당기,주당액면가액(원)전기,주당액면가액(원)전전기,(연결)당기순이익(백만원)당기,(연결)당기순이익(백만원)전기,(연결)당기순이익(백만원)전전기,(별도)당기순이익(백만원)당기,(별도)당기순이익(백만원)전기,(별도)당기순이익(백만원)전전기,주식 유형1,유형1 예측,유형1 당기,유형1 전기,유형1 전전기,주식 유형2,유형2 예측,유형2 당기,유형2 전기,유형2 전전기,주식 유형3,유형3 예측,유형3 당기,유형3 전기,유형3 전전기
443,CJ CGV,500,500,500,-152642,-140653,-1403,-66062,-325093,-13299,주당 현금배당금(원)보통주(1)당기,-249,NULL,200,350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
444,현대오토에버,500,500,5000,55932,53984,53688,52262,46007,52088,주당 현금배당금(원) 보통주(1)당기,-6518,710,690,6900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
445,일진다이아,1000,1000,1000,12769,7684,7361,1573,6339,7606,주당 현금배당금(원)(1)당기,341,300,250,250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
446,와이솔,500,500,500,30588,45271,44645,7285,32190,33973,주당 현금배당금(원)보통주(1)당기,250,250,250,250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
447,GS,5000,5000,5000,543971,903198,986191,277528,421745,377728,주당 현금배당금(원)보통주(1)당기,2016,1900,1900,1800,주당 현금배당금(원)우선주(1)당기,2066,1950,1950,1850,NULL,NULL,NULL,NULL,NULL
448,한국전자홀딩스,500,500,500,-12462,-234,4416,-4767,-586,2069,주당 현금배당금(원)(1)당기,0,NULL,15,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
449,메가스터디,500,500,500,12678,22710,-1646,5536,14535,-885,주당 현금배당금(원)보통주(1)당기,141,450,400,700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
450,태경산업,500,500,500,20643,12029,8273,31835,9100,8265,주당 현금배당금(원)보통주(1)당기,243,220,220,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
451,CS홀딩스,5000,5000,5000,9677,6274,5895,1802,1694,1255,주당 현금배당금(원)보통주(1)당기,500,500,500,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
452,안랩,500,500,500,19142,22846,16279,18947,21740,16414,주당 현금배당금(원)보통주(1)당기,1016,900,900,800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
453,삼화콘덴서공업,1000,1000,1000,29819,61928,15549,28237,60862,13857,주당 현금배당금(원)보통주(1)당기,383,250,300,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
454,케이피에스,500,500,500,-346,6806,2193,-307,6792,2193,주당 현금배당금(원)(1)당기,100,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
455,센트랄모텍,500,500,5000,5126,4468,9088,2774,3727,6516,주당 현금배당금(원)보통주(1)당기,500,NULL,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
456,KPX생명과학,NULL,NULL,500,NULL,NULL,2225,NULL,NULL,NULL,주당 현금배당금(원)(1)당기,234,NULL,NULL,234,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
457,CJ,5000,5000,5000,267149,276055,463698,63282,36145,59026,주당 현금배당금(원)보통주(1)당기,2183,1850,1450,1450,주당 현금배당금(원)우선주(1)당기,2233,1900,1500,1500,NULL,NULL,NULL,NULL,NULL
458,기가레인,500,500,500,-46059,-22419,-136,-44243,-24515,382,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
459,다우기술,500,500,500,185320,110368,114579,37262,33414,21994,주당 현금배당금(원)보통주(1)당기,499,400,350,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
460,대성미생물,500,500,5000,2850,3170,1557,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,-807,85,85,850,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
461,SCI평가정보,500,500,500,5113,846,-287,4411,2579,993,주당 현금배당금(원)보통주(1)당기,69,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
462,대림산업,5000,5000,5000,664995,646383,490493,396879,713298,103006,주당 현금배당금(원)보통주(1)당기,1783,1300,1700,1000,주당 현금배당금(원)우선주(1)당기,1833,1350,1750,1050,NULL,NULL,NULL,NULL,NULL
463,코스맥스,500,500,500,18320,21063,15520,92643,21365,10207,주당 현금배당금(원)보통주(1)당기,1499,900,600,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
464,자이에스앤디,1000,5000,5000,NULL,NULL,NULL,12433,10716,8076,주당 현금배당금(원)보통주(1)당기,-699,100,NULL,900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
465,코스맥스비티아이,500,500,500,-13905,12559,5849,5643,3043,3248,주당 현금배당금(원)보통주(1)당기,388,250,140,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
466,현대해상,500,500,500,269144,373523,464417,250438,358997,472788,주당 현금배당금(원)보통주(1)당기,240,880,1130,1500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
467,기신정기,500,500,500,15063,8735,293,14313,8027,2996,주당 현금배당금(원)보통주(1)당기,150,150,150,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
468,사조산업,5000,5000,5000,-12783,35615,43748,6777,21308,20902,주당 현금배당금(원)보통주(1)당기,125,150,250,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
469,사조씨푸드,1000,1000,1000,-5645,12623,19360,NULL,NULL,NULL,주당 현금배당금(원)(1)당기,70,NULL,70,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
470,엠에스오토텍,500,500,500,34842,5007,-11235,6562,3404,-9518,주당 현금배당금(원)보통주(1)당기,66,75,50,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
471,해성산업,500,500,500,2325,757,3399,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,216,175,125,125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
472,와이엔텍,500,500,500,18424,9033,11581,16774,9394,8804,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
473,디아이동일,5000,5000,5000,26345,13825,-4102,7325,12124,-5606,주당 현금배당금(원)보통주(1)당기,2666,1500,1500,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
474,디티알오토모티브,500,500,500,68290,58472,49367,12780,67745,15009,주당 현금배당금(원)보통주(1)당기,2266,1500,1000,700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
475,신성델타테크,500,500,500,5282,4011,12252,7307,6234,2598,주당 현금배당금(원)보통주(1)당기,81,80,50,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
476,대원강업,500,500,500,16026,17413,21758,10318,15639,16301,주당 현금배당금(원)보통주(1)당기,115,115,115,115,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
477,일성건설,500,500,500,1856,2433,-12009,2263,3163,-15928,주당 현금배당금(원)보통주(1)당기,15,15,NULL,NULL,주당 현금배당금(원)우선주(1)당기,25,NULL,NULL,25,NULL,NULL,NULL,NULL,NULL
478,유니온,500,500,500,-15802,-38092,5046,-18477,-46918,9229,주당 현금배당금(원)보통주(1)당기,-16,100,100,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
479,우진아이엔에스,500,500,5000,2124,14446,16846,2124,14446,16846,주당 현금배당금(원)보통주(1)당기,-4074,250,400,4000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
480,누리텔레콤,500,500,500,8862,11748,-5840,8790,10441,-4707,주당 현금배당금(원)보통주(1)당기,50,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
481,엔피케이,500,500,500,-832,-268,1827,53,1961,2040,주당 현금배당금(원)보통주(1)당기,30,30,30,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
482,현대그린푸드,500,500,500,54795,103143,113400,61646,80960,101027,주당 현금배당금(원)보통주(1)당기,361,210,210,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
483,미래테크놀로지,500,500,500,3675,-695,4896,3569,231,4410,주당 현금배당금(원)(1)당기,120,120,120,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
484,미래컴퍼니,500,500,500,11960,19750,28168,11572,19060,27482,주당 현금배당금(원)보통주(1)당기,36,220,300,400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
485,아바텍,500,500,500,7727,14435,8145,NULL,14367,8000,주당 현금배당금(원)보통주(1)당기,16,100,200,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
486,웹케시,500,500,500,9279,5500,3621,NULL,5514,3679,주당 현금배당금(원)보통주(1)당기,264,200,150,130,주당 현금배당금(원)우선주(1)당기,209,NULL,150,130,NULL,NULL,NULL,NULL,NULL
487,LG전자,5000,5000,5000,31285,1240139,1725774,-196118,-4774,758046,주당 현금배당금(원)보통주(1)당기,1158,750,750,400,주당 현금배당금(원)우선주(1)당기,1208,800,800,450,NULL,NULL,NULL,NULL,NULL
488,하나투어,500,500,500,-8027,8749,13184,-34655,13396,26252,주당 현금배당금(원)보통주(1)당기,516,1000,1300,1500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489,티에이치엔,500,500,500,17139,4773,3141,7264,5177,6585,주당 현금배당금(원)보통주(1)당기,68,60,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
490,신영와코루,5000,5000,5000,3814,2709,9126,4209,3232,8456,주당 현금배당금(원)보통주(1)당기,1500,1500,1500,1500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491,도화엔지니어링,500,500,500,17383,13795,11714,17052,14693,11989,주당 현금배당금(원)보통주(1)당기,309,250,220,190,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
492,수산아이앤티,500,500,500,NULL,NULL,NULL,2903,3120,4212,주당 현금배당금(원)보통주(1)당기,16,75,75,125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
493,대한제분,5000,5000,5000,16993,51473,51048,2754,34677,13814,주당 현금배당금(원)보통주(1)당기,2166,2000,2500,2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
494,유신,5000,5000,5000,-6150,-7412,1529,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,200,NULL,NULL,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
495,LG디스플레이,5000,5000,5000,-2829705,-207239,1802756,-2639893,-442291,1779721,주당 현금배당금(원)보통주(1)당기,500,NULL,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
496,현대통신,500,500,500,NULL,17048,15284,10660,17046,15285,주당 현금배당금(원)보통주(1)당기,416,300,300,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
497,한국팩키지,500,500,500,NULL,NULL,NULL,1808,1775,2846,주당 현금배당금(원)보통주(1)당기,39,35,30,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
498,인베니아,500,500,500,1166,5696,1110,1908,5405,1175,주당 현금배당금(원)보통주(1)당기,209,NULL,60,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499,한샘,1000,1000,1000,42715,89957,95938,41343,68290,127663,주당 현금배당금(원)보통주(1)당기,1200,1200,1200,1200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
500,대동공업,1000,1000,1000,3002,1464,9855,-8270,-3674,4393,주당 현금배당금(원)보통주(1)당기,56,60,50,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
501,서울반도체,500,500,500,35837,62601,46379,27252,52202,16704,주당 현금배당금(원)보통주(1)당기,167,156,284,183,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
502,제이에스티나,500,500,500,-33442,244,-48,-36513,193,267,주당 현금배당금(원)보통주(1)당기,50,NULL,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
503,고려제강,1000,1000,1000,9981,3384,23690,20208,19245,18868,주당 현금배당금(원)(1)당기,350,350,350,350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
504,경창산업,500,500,500,-71355,-23931,-25064,-61792,-46003,-29127,주당 현금배당금(원)우선주(1)당기,-19,NULL,10,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
505,플레이디,500,5000,5000,NULL,NULL,NULL,6590,6038,7731,주당 현금배당금(원)보통주(1)당기,220,220,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
506,JTC,NULL,NULL,NULL,7965,24620,14059,15529,24620,14059,주당 현금배당금(원)보통주(1)당기,-516,65,201,602,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
507,한창제지,500,500,500,NULL,NULL,NULL,7376,9626,11823,주당 현금배당금(원)보통주(1)당기,20,20,20,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
508,안국약품,500,500,500,2141,13178,8192,3414,12931,7940,주당 현금배당금(원)보통주 (1)당기,220,220,220,220,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
509,LG하우시스,5000,5000,5000,11565,-53127,67855,-15324,-42683,59701,주당 현금배당금(원)보통주(1)당기,-1558,250,250,1800,주당 현금배당금(원)우선주(1)당기,-1508,300,300,1850,NULL,NULL,NULL,NULL,NULL
510,삼성에스디에스,500,500,500,736458,629400,530348,520825,534497,369686,주당 현금배당금(원)보통주(1)당기,2733,2400,2000,2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
511,이글벳,500,500,500,NULL,NULL,NULL,1232,1042,1555,주당 현금배당금(원)(1)당기,20,20,20,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
512,하나제약,500,500,500,NULL,NULL,24305,28304,26169,24310,주당 현금배당금(원)보통주(1)당기,647,460,280,248,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
513,매일유업,500,500,500,64335,58338,34746,68450,61145,NULL,주당 현금배당금(원)기말배당금(1)당기,1174,800,700,450,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
514,에스피시스템스,100,100,100,1308,3286,1473,1813,4659,1226,주당 현금배당금(원)(1)당기,8,20,20,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
515,서울도시가스,5000,5000,5000,29464,41790,36571,14076,30617,44195,주당 현금배당금(원)보통주(1)당기,1750,1750,1750,1750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
516,액트로,500,500,500,14595,13690,7084,8720,20215,5654,주당 현금배당금(원)보통주(1)당기,-199,200,400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
517,에스앤에스텍,500,500,500,10099,4623,3132,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,50,50,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
518,일진전기,1000,1000,1000,3604,-14445,-2088,3009,-14492,-2327,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
519,에스에이티이엔지,500,500,500,459,1136,-1025,1805,-61,-880,주당 현금배당금(원)보통주(1)당기,50,NULL,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
520,동성코퍼레이션,1000,1000,1000,5634,-3219,9813,-2846,-685,28358,주당 현금배당금(원)보통주(1)당기,200,200,200,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
521,휴켐스,1000,1000,1000,70312,105081,110057,70477,93522,119319,주당 현금배당금(원)보통주(1)당기,483,1000,1200,1500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
522,켐트로닉스,500,500,500,16589,1145,-16143,136,2121,-16670,주당 현금배당금(원)보통주(1)당기,300,300,NULL,NULL,주당 현금배당금(원)우선주(1)당기,201,NULL,201,NULL,NULL,NULL,NULL,NULL,NULL
523,아세아제지,5000,5000,5000,61440,78682,5007,45402,65753,20027,주당 현금배당금(원)보통주(1)당기,824,600,750,450,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
524,코오롱플라스틱,1000,1000,1000,5389,12266,17522,5784,17744,19000,주당 현금배당금(원)보통주(1)당기,28,70,120,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
525,삼일제약,1000,1000,1000,786,-8563,-1267,864,-8552,-1268,주당 현금배당금(원)보통주(1)당기,41,100,100,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
526,한국기업평가,5000,5000,5000,20356,16194,15443,16957,12259,12761,주당 현금배당금(원)보통주(1)당기,13961,8618,2360,2250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
527,부광약품,500,500,500,-7435,145657,11091,-3473,151070,14781,주당 현금배당금(원)보통주(1)당기,200,200,200,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
528,한세엠케이,500,500,500,-43779,4004,7471,-35576,185,2919,주당 현금배당금(원)보통주(1)당기,200,NULL,200,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
529,후성,500,500,500,206,28051,28223,13419,34509,30485,주당 현금배당금(원)(1)당기,15,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
530,케이씨티,500,500,500,NULL,NULL,NULL,860,1237,2033,주당 현금배당금(원)보통주(1)당기,33,60,120,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
531,부방,500,500,500,-9422,1803,-1811,-10465,-311,-22178,주당 현금배당금(원)(1)당기,20,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
532,롯데케미칼,5000,5000,5000,714978,1579195,2243875,394376,1426278,1631225,주당 현금배당금(원)보통주(1)당기,3533,6700,10500,10500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
533,한진,5000,5000,5000,-2865,45641,-47007,7289,53305,17036,주당 현금배당금(원)(1)당기,616,500,500,400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
534,한국공항,5000,5000,5000,16263,18836,22375,16455,18603,22398,주당 현금배당금(원)보통주(1)당기,1583,1000,1000,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
535,부산도시가스,5000,5000,5000,NULL,NULL,NULL,48928,49232,45014,주당 현금배당금(원)보통주(1)당기,1416,1000,500,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
536,파마리서치프로덕트,500,500,500,14851,11265,12517,17106,14408,12956,주당 현금배당금(원)보통주(1)당기,300,300,300,300,주당 현금배당금(원)우선주(1)당기,300,300,300,NULL,NULL,NULL,NULL,NULL,NULL
537,동남합성,500,5000,5000,17839,5856,1620,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,1266,200,3400,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
538,이엔에프테크놀로지,500,500,500,46085,28797,27804,40366,26711,23503,주당 현금배당금(원)(1)당기,191,150,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
539,교보증권,5000,5000,5000,83473,77342,73332,85014,76305,72364,주당 현금배당금(원)보통주(1)당기,499,400,350,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
540,극동유화,500,500,500,14203,16292,15104,13224,14674,14513,주당 현금배당금(원)보통주(1)당기,160,160,160,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
541,메카로,500,500,500,7850,28795,29806,8230,28770,NULL,주당 현금배당금(원)보통주(1)당기,-226,160,575,610,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
542,유진증권,5000,5000,5000,41337,46480,56120,33763,45681,64951,주당 현금배당금(원)(1)당기,90,70,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
543,신풍제지,500,500,500,19541,8661,800,20387,8233,850,주당 현금배당금(원)보통주(1)당기,20,60,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
544,삼성증권,5000,5000,5000,391829,334086,271628,370213,320733,256866,주당 현금배당금(원)(1)당기,2416,1700,1400,1000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
545,한화손해보험,5000,5000,5000,-69074,81760,147642,-60967,82306,149230,주당 현금배당금(원)(1)당기,70,NULL,130,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
546,조선내화,5000,5000,5000,24353,52737,13726,16019,37370,6262,주당 현금배당금(원)보통주(1)당기,4583,4000,4000,3500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
547,유니퀘스트,500,500,500,25446,11981,9769,4393,4149,5834,주당 현금배당금(원)보통주(1)당기,191,150,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
548,녹십자랩셀,500,500,500,-2233,1002,1057,1691,NULL,NULL,주당 현금배당금(원)(1)당기,0,25,35,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
549,대교,500,500,500,16875,18849,41741,18613,19454,40697,주당 현금배당금(원)보통주(1)당기,101,170,210,240,주당 현금배당금(원)우선주(1)당기,111,180,220,250,NULL,NULL,NULL,NULL,NULL
550,세아특수강,5000,5000,5000,10971,11162,23708,11949,12108,24118,주당 현금배당금(원)보통주(1)당기,1075,900,900,750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
551,골프존,500,500,500,16214,20419,79314,19705,21663,75544,주당 현금배당금(원)보통주(1)당기,1575,2050,1850,2400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
552,BGF,1000,1000,1000,26871,48269,-111173,2291,66139,3899,주당 현금배당금(원)보통주(1)당기,-19,110,35,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
553,엘앤에프,500,500,500,-8809,19883,20639,-10805,18484,20802,주당 현금배당금(원)(1)당기,8,50,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
554,대웅제약,2500,2500,2500,22006,-15152,31581,20228,1481,36725,주당 현금배당금(원)보통주(1)당기,600,600,600,600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
555,대웅,500,500,500,62439,29863,66251,6320,12313,11274,주당 현금배당금(원)보통주(1)당기,100,100,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
556,계양전기,500,500,500,129,9540,8677,150,9204,8677,주당 현금배당금(원)보통주(1)당기,20,35,60,55,주당 현금배당금(원)우선주(1)당기,25,40,65,60,NULL,NULL,NULL,NULL,NULL
557,비상교육,500,500,500,11156,2328,18059,15903,7627,13796,주당 현금배당금(원)보통주(1)당기,116,250,200,350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
558,삼성화재해상보험,500,500,500,642993,1067916,1050138,609233,1057057,1042872,주당 현금배당금(원)보통주(1)당기,7750,8500,11500,10000,주당 현금배당금(원)우선주(1)당기,7755,8505,11505,10005,NULL,NULL,NULL,NULL,NULL
559,KEC,500,500,500,-19211,1465,940,-19211,1465,940,주당 현금배당금(원)(1)당기,12,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
560,오리온홀딩스,500,500,500,48379,56332,1480313,7966,22916,2228911,주당 현금배당금(원)보통주(1)당기,708,650,650,600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
561,엘오티베큠,500,500,500,1876,16842,24341,1624,16876,23141,주당 현금배당금(원)보통주(1)당기,-29,NULL,30,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
